uuid|_user|_when|theme|datatype|text|ConversationId|User
id_2234|francois-xavier@lajavaness.com|2020-03-25 16:41:50|JSP|text|est il possible d'envoyer un devis estimatif au client ? |81IVV7ZQdEW3c6T4DnIspo-5|LL4E86DN
id_2235|francois-xavier@lajavaness.com|2020-03-25 16:41:51|JSP|text|comment envoyer un devis estimatif ? |81IVV7ZQdEW3c6T4DnIspo-5|LL4E86DN
id_2236|francois-xavier@lajavaness.com|2020-03-25 16:41:54|RACCO|text|prix estimatif branchement complet |81IVV7ZQdEW3c6T4DnIspo-5|LL4E86DN
id_2237|francois-xavier@lajavaness.com|2020-03-25 16:41:56|RACCO|text|quel est le tarif pour un branchement complet |81IVV7ZQdEW3c6T4DnIspo-5|LL4E86DN
id_3322|francois-xavier@lajavaness.com|2020-03-25 16:42:45|RACCO|text|Quelle est la définition d'1 Extension de réseau|ItO5vMTjW3xCAcTqGf3eGP-j|J36255
id_3323|francois-xavier@lajavaness.com|2020-03-25 16:42:46|RACCO|text|Quelle est la définition d'une Extension de réseau|ItO5vMTjW3xCAcTqGf3eGP-j|J36255
id_3310|francois-xavier@lajavaness.com|2020-03-25 16:42:48|RACCO|text|Déroulage de câble dans un fourreau mis à disposition : Peut-on facturer une partie en FCS et une autre au canevas technique, dans un même devis|KgHAfPz6A4YGusjo9YXWZT-j|J36255
id_2421|francois-xavier@lajavaness.com|2020-03-25 16:42:52|JSP|text|qui reprend les dossiers des clients quand le devis est regle|AifjSxe9vCILkUJbgYjQ0g-5|E21254
id_2422|francois-xavier@lajavaness.com|2020-03-25 16:42:54|RACCO|text|Quand régler le devis des travaux ?|AifjSxe9vCILkUJbgYjQ0g-5|E21254
id_2702|francois-xavier@lajavaness.com|2020-03-25 16:42:55|RACCO|text|devis branchement provisoir|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2703|francois-xavier@lajavaness.com|2020-03-25 16:42:57|RACCO|text|distance extension|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2704|francois-xavier@lajavaness.com|2020-03-25 16:42:58|RACCO|text|coffret de branchement |39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2705|francois-xavier@lajavaness.com|2020-03-25 16:43:03|TAG1 PHATIQUE|text|C'était pour tester pas d'inquiétude |39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2706|francois-xavier@lajavaness.com|2020-03-25 16:43:06|RACCO|text|passage mono tri|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2707|francois-xavier@lajavaness.com|2020-03-25 16:43:07|RACCO|text|F860|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2708|francois-xavier@lajavaness.com|2020-03-25 16:43:09|RACCO|text|Modif raccordement aérien en aéro sout |39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2709|francois-xavier@lajavaness.com|2020-03-25 16:43:10|RACCO|text|aéro souterrain|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2710|francois-xavier@lajavaness.com|2020-03-25 16:43:12|JSP|text|devis estimatif|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2711|francois-xavier@lajavaness.com|2020-03-25 16:43:13|RACCO|text|comment raccorder un BP|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2713|francois-xavier@lajavaness.com|2020-03-25 16:43:51|RACCO|text|procédure C4 en C5|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2714|francois-xavier@lajavaness.com|2020-03-25 16:44:01|RACCO|text|A qui faire la demande pour passer de tarif bleu  en tarif jaune ?|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2715|francois-xavier@lajavaness.com|2020-03-25 16:44:18|TAG1|text|Pour test|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2716|francois-xavier@lajavaness.com|2020-03-25 16:44:27|JSP|text|Fiche de collecte|39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_2717|francois-xavier@lajavaness.com|2020-03-25 16:44:31|RACCO|text|SUppression raccordement |39Y0rDR40bFL8VRZuzcNDo-5|BR5267N
id_1050|francois-xavier@lajavaness.com|2020-03-25 16:44:33|RACCO|text|demande de raccordement neuf|JNqQIhCHQrN3vIBinAOgoj-g|E21254
id_1051|francois-xavier@lajavaness.com|2020-03-25 16:44:36|JSP|text|procedure|JNqQIhCHQrN3vIBinAOgoj-g|E21254
id_1052|francois-xavier@lajavaness.com|2020-03-25 16:44:42|RACCO|text|Quelle est la procédure de MES d'un raccordement en soutirage ?|JNqQIhCHQrN3vIBinAOgoj-g|E21254
id_1053|francois-xavier@lajavaness.com|2020-03-25 16:44:48|CAD RACCO|text|Un incendie a endommagé le compteur voire le branchement, doit-on faire un devis de modification ?|JNqQIhCHQrN3vIBinAOgoj-g|E21254
id_1054|francois-xavier@lajavaness.com|2020-03-25 16:44:50|RACCO|text|le client souhaite une modification de branchement|JNqQIhCHQrN3vIBinAOgoj-g|E21254
id_1055|francois-xavier@lajavaness.com|2020-03-25 16:44:51|RACCO|text|comment gerer une modification de branchement|JNqQIhCHQrN3vIBinAOgoj-g|E21254
id_3536|francois-xavier@lajavaness.com|2020-03-25 16:44:53|RACCO|text|quel est le délais moyen d'un raccordement|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3537|francois-xavier@lajavaness.com|2020-03-25 16:44:56|JSP|text|procédure|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3538|francois-xavier@lajavaness.com|2020-03-25 16:44:58|JSP|text|chatbot|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3539|francois-xavier@lajavaness.com|2020-03-25 16:45:01|JSP|text|annuaire|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3540|francois-xavier@lajavaness.com|2020-03-25 16:45:13|RACCO|text|cpa|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3541|francois-xavier@lajavaness.com|2020-03-25 16:45:24|JSP|text|bag|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3542|francois-xavier@lajavaness.com|2020-03-25 16:45:26|RACCO|text|moar|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3543|francois-xavier@lajavaness.com|2020-03-25 16:45:36|JSP|text|bex|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3544|francois-xavier@lajavaness.com|2020-03-25 16:45:54|JSP|text|ip|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_3545|francois-xavier@lajavaness.com|2020-03-25 16:46:00|RACCO|text|sge|4EeTOGoBGYHAHfmGezDRJr-o|F26556
id_880|francois-xavier@lajavaness.com|2020-03-25 16:46:02|RACCO|text|qu'est-ce qu'un C4|AtSqTuKn5rs6BwzLMTtpHf-g|J57677
id_881|francois-xavier@lajavaness.com|2020-03-25 16:46:04|RACCO|text|quelledistance respecter entre faîtage et ligne bt en surplomb ?|AtSqTuKn5rs6BwzLMTtpHf-g|J57677
id_882|francois-xavier@lajavaness.com|2020-03-25 16:46:06|RACCO|text|Qu'est-ce qu'une ligne en surplomb ?|AtSqTuKn5rs6BwzLMTtpHf-g|J57677
id_1077|francois-xavier@lajavaness.com|2020-03-25 16:46:09|PHATIQUE|text|bonjour SOCRAC|9woH3hgRa5aG9jJZrY82lE-g|H35779
id_1788|francois-xavier@lajavaness.com|2020-03-25 16:46:24|JSP|text|AU|6lW1KXSEHOf8jZ89hjBdcT-5|E85203
id_2267|francois-xavier@lajavaness.com|2020-03-25 16:46:26|RACCO|text|quel est la dimension du cable|5KlX5zQVzUo8okDEs7nIV1-5|F29346
id_3095|francois-xavier@lajavaness.com|2020-03-25 16:46:28|RACCO|text|dans quel cas applique t on la réfaction?|4Dvx4T2yeqUGF2o2R4HcRv-o|LEGUENNIC
id_3096|francois-xavier@lajavaness.com|2020-03-25 16:46:29|RACCO|text|Comment est calculé la réfaction ?|4Dvx4T2yeqUGF2o2R4HcRv-o|LEGUENNIC
id_731|francois-xavier@lajavaness.com|2020-03-25 16:46:40|JSP|text|quicontacter pour les cu/au|DkJ6WxSB3mICKx6mChWlX-5|C94277
id_1302|francois-xavier@lajavaness.com|2020-03-25 16:46:44|TAG1 PHATIQUE|text|oui c'est normal|JHWwHgCJ3WLDZrqHAgyZ6n-g|G37051
id_1303|francois-xavier@lajavaness.com|2020-03-25 16:46:54|AGGRESSIVE PHATIQUE TAG1|text|petit con va|JHWwHgCJ3WLDZrqHAgyZ6n-g|G37051
id_1304|francois-xavier@lajavaness.com|2020-03-25 16:47:04|TAG1 PHATIQUE|text|heureusement c'est un test pour un photo pour FB|JHWwHgCJ3WLDZrqHAgyZ6n-g|G37051
id_1305|francois-xavier@lajavaness.com|2020-03-25 16:47:08|RACCO|text|prix d'une extension|JHWwHgCJ3WLDZrqHAgyZ6n-g|G37051
id_2025|francois-xavier@lajavaness.com|2020-03-25 16:47:10|RACCO|text|tarif d'un raccordement complet|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2026|francois-xavier@lajavaness.com|2020-03-25 16:47:26|JSP|text|tarif d'une di|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2027|francois-xavier@lajavaness.com|2020-03-25 16:47:28|JSP|text|le prix d'une di|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2028|francois-xavier@lajavaness.com|2020-03-25 16:47:30|JSP|text|document a fournir pour une di|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2029|francois-xavier@lajavaness.com|2020-03-25 16:47:32|JSP|text|quels documents est nécéssaire pour établir un devis pour une di|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2030|francois-xavier@lajavaness.com|2020-03-25 16:47:34|QG|text|qu'est ce que la cre|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2031|francois-xavier@lajavaness.com|2020-03-25 16:47:36|JSP|text|delais pour une au|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2032|francois-xavier@lajavaness.com|2020-03-25 16:47:39|RACCO|text|Dans quel délai l'autorisation d'urbanisme doit-elle être instruite ?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2033|francois-xavier@lajavaness.com|2020-03-25 16:47:44|QG|text|quel tension y a t'il pour une hta|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2034|francois-xavier@lajavaness.com|2020-03-25 16:47:46|QG|text|que signifie BT?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2035|francois-xavier@lajavaness.com|2020-03-25 16:47:51|TAG1|text|ce n'est pas une réponse mais une copie du mot pour lequel je souhaite une réponse|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2036|francois-xavier@lajavaness.com|2020-03-25 16:48:06|JSP|text|qu'est ce qu'un dmr?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2037|francois-xavier@lajavaness.com|2020-03-25 16:48:28|JSP|text|qu'est ce qu'une Demande de Matériel Référencé?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2038|francois-xavier@lajavaness.com|2020-03-25 16:48:30|TAG1|text|réponse incomplète|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2039|francois-xavier@lajavaness.com|2020-03-25 16:48:33|RACCO|text|quels pièces le client doit il fournir pour une viabilisation?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2040|francois-xavier@lajavaness.com|2020-03-25 16:48:35|RACCO|text|Que doit fournir le client au fournisseur pour effectuer une demande de 1ère MES ?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2041|francois-xavier@lajavaness.com|2020-03-25 16:48:48|JSP|text|que signifie PC?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2042|francois-xavier@lajavaness.com|2020-03-25 16:48:52|ACH|text|service acheminement E|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2043|francois-xavier@lajavaness.com|2020-03-25 16:48:53|ACH|text|qu'est ce que le service d'acheminement|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2044|francois-xavier@lajavaness.com|2020-03-25 16:49:03|PHATIQUE TAG1 AGGRESSIVE|text|...|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2045|francois-xavier@lajavaness.com|2020-03-25 16:49:12|RACCO|text|quel est le numero de la MOAR?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2046|francois-xavier@lajavaness.com|2020-03-25 16:49:13|RACCO|text|quel est le numero de téléphone de la moar?|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2047|francois-xavier@lajavaness.com|2020-03-25 16:49:20|JSP|text|qu'est ce qu'un btmdt|eZ6sduatz9LSZaQPCCs4B-j|LO7B9A5N
id_2643|francois-xavier@lajavaness.com|2020-03-25 16:49:23|JSP|text|réclamation|93jjeilDPST3Nztp1V6hxn-j|LO7B9A5N
id_2226|francois-xavier@lajavaness.com|2020-03-25 16:49:26|LINKY|text|que signifie edp en pose compteur linky|Ge95dH3I5IpCLHNmBLJ2O4-j|G68734
id_2227|francois-xavier@lajavaness.com|2020-03-25 16:49:28|LINKY|text|déploiement linky|Ge95dH3I5IpCLHNmBLJ2O4-j|G68734
id_2228|francois-xavier@lajavaness.com|2020-03-25 16:49:31|QG|text|que signifie smartgrid|Ge95dH3I5IpCLHNmBLJ2O4-j|G68734
id_2229|francois-xavier@lajavaness.com|2020-03-25 16:49:36|QG|text|différence en monophasé et triphasé|Ge95dH3I5IpCLHNmBLJ2O4-j|G68734
id_1343|francois-xavier@lajavaness.com|2020-03-25 16:49:50|RACCO QG|text|Qu'est ce que la déshérence?|EqTuQgExk94LxmwQN0BLoD-5|C36070
id_2145|francois-xavier@lajavaness.com|2020-03-25 16:49:53|QG|text|monophasé|CRLXfXQs2Sa7vIsTIapn68-g|E85203
id_2146|francois-xavier@lajavaness.com|2020-03-25 16:49:54|QG|text|diphasé|CRLXfXQs2Sa7vIsTIapn68-g|E85203
id_2147|francois-xavier@lajavaness.com|2020-03-25 16:49:55|QG|text|puissance réactive.|CRLXfXQs2Sa7vIsTIapn68-g|E85203
id_2148|francois-xavier@lajavaness.com|2020-03-25 16:49:57|QG|text|puissance active|CRLXfXQs2Sa7vIsTIapn68-g|E85203
id_1369|francois-xavier@lajavaness.com|2020-03-25 16:50:00|PROD|text|peut-on cumuler une production en autoconsommation totale et une revente du surplus ?|31f8iD8XpKLFt8E3o8nF72-g|A21577
id_1370|francois-xavier@lajavaness.com|2020-03-25 16:50:02|PROD|text|Est-il possible de revendre le surplus de la production si le client dispose déjà d'une production en autoconsommation totale sur site ?|31f8iD8XpKLFt8E3o8nF72-g|A21577
id_2741|francois-xavier@lajavaness.com|2020-03-25 16:50:08|RACCO|text|"comment obtenir un de""vis estimatif de raccordement"|LWb6awBtRnd8OO2FJCjpJ4-o|E21254
id_2742|francois-xavier@lajavaness.com|2020-03-25 16:50:11|JSP|text|devis estimatif |LWb6awBtRnd8OO2FJCjpJ4-o|E21254
id_1533|francois-xavier@lajavaness.com|2020-03-26 06:42:12|JSP|text|Quel est la délai de paiement d'un devis?|K0EwSkMas8r94wGvhB60Fe-g|D20745
id_609|francois-xavier@lajavaness.com|2020-03-26 06:42:17|CAD|text|n° de dépanage|8Vr0ZA7zVKFEKyuen7mWmv|igoffin
id_775|francois-xavier@lajavaness.com|2020-03-26 06:42:21|PROD|text|production|5Kir6BTLunJ6ZWC6MlEYYp-5|A55577
id_1687|francois-xavier@lajavaness.com|2020-03-26 06:42:23|RACCO|text|Que doit comporter un coffret provisoire ?|K2KfxUM9RzwCzISTG5JHaX-5|G54276
id_1688|francois-xavier@lajavaness.com|2020-03-26 06:42:28|TAG1 PHATIQUE|text|Bravo !|K2KfxUM9RzwCzISTG5JHaX-5|G54276
id_1689|francois-xavier@lajavaness.com|2020-03-26 06:42:32|RACCO|text|Quel type de câble le client doit-il fournir pour un branchement provisoire ?|K2KfxUM9RzwCzISTG5JHaX-5|G54276
id_1690|francois-xavier@lajavaness.com|2020-03-26 06:42:35|TAG1|text|Non...|K2KfxUM9RzwCzISTG5JHaX-5|G54276
id_1691|francois-xavier@lajavaness.com|2020-03-26 06:42:46|RACCO|text|Qui le client doit-il contacter pour une prolongation de son branchement provisoire ?|K2KfxUM9RzwCzISTG5JHaX-5|G54276
id_1692|francois-xavier@lajavaness.com|2020-03-26 06:42:47|RACCO|text|Comment prolonger un branchement provisoire ?|K2KfxUM9RzwCzISTG5JHaX-5|G54276
id_2470|francois-xavier@lajavaness.com|2020-03-26 06:42:49|RACCO|text|dimension foureau di|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_2471|francois-xavier@lajavaness.com|2020-03-26 06:42:50|RACCO|text|profondeur foureau|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_2472|francois-xavier@lajavaness.com|2020-03-26 06:42:50|RACCO|text|diametre foureau|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_2473|francois-xavier@lajavaness.com|2020-03-26 06:42:52|RACCO|text|cable de raccordement|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_2474|francois-xavier@lajavaness.com|2020-03-26 06:42:54|RACCO|text|Dans quelles conditions E fourni le cable lors d'un raccordement neuf ?|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_2475|francois-xavier@lajavaness.com|2020-03-26 06:44:00|RACCO|text|qu'es ce qu'une gtl|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_2476|francois-xavier@lajavaness.com|2020-03-26 06:44:08|RACCO|text|Quelle est la définition de Gaine Technique Logement|Hq0PlJCLwGfHToWweiVjgs-5|E85203
id_841|francois-xavier@lajavaness.com|2020-03-26 06:44:21|JSP|text|dans quelle pièce interdit|D0eiVSlMFg5KBq3mzsVE9N-g|H35779
id_842|francois-xavier@lajavaness.com|2020-03-26 06:44:25|PHATIQUE|text|sa va ?|D0eiVSlMFg5KBq3mzsVE9N-g|H35779
id_552|francois-xavier@lajavaness.com|2020-03-26 06:44:30|RACCO|text|Dépose de poteau électrique|CNf7gLKKHTaKPo6nIQSWGS|BD4D5B8N
id_2996|francois-xavier@lajavaness.com|2020-03-26 06:44:46|JSP|text|QUEL EST LA LARGEUR D'UN COFFRET S20|6J0spodnY3t7lngMhA3CDv-o|AL5D677N
id_2997|francois-xavier@lajavaness.com|2020-03-26 06:45:35|RACCO|text|Quelle est la hauteur d'un coffret CIBE ?|6J0spodnY3t7lngMhA3CDv-o|AL5D677N
id_2998|francois-xavier@lajavaness.com|2020-03-26 06:45:50|RACCO|text|QU'EST QU'UNE LISAISON b|6J0spodnY3t7lngMhA3CDv-o|AL5D677N
id_2999|francois-xavier@lajavaness.com|2020-03-26 06:45:59|ACH|text|qu'est ce que le service acheminement|6J0spodnY3t7lngMhA3CDv-o|AL5D677N
id_664|francois-xavier@lajavaness.com|2020-03-26 06:46:06|TAG1 PHATIQUE|text|oui je veux ien|4AmHsAkkRAgAYornMjhgwX|igoffin
id_665|francois-xavier@lajavaness.com|2020-03-26 06:46:11|JSP|text|rien pour l'instant|4AmHsAkkRAgAYornMjhgwX|igoffin
id_493|francois-xavier@lajavaness.com|2020-03-26 06:46:13|RACCO|text|branchement collectif à partir de quand|E25MWWGLGGVDmfhMBatKta|H65343
id_494|francois-xavier@lajavaness.com|2020-03-26 06:46:16|TAG1 PHATIQUE|text|super merci|E25MWWGLGGVDmfhMBatKta|H65343
id_1156|francois-xavier@lajavaness.com|2020-03-26 06:46:19|PHATIQUE|text|tchao|2KofFQKKsTA6e8FJhkOmQj-a|igoffin
id_1157|francois-xavier@lajavaness.com|2020-03-26 06:46:21|PHATIQUE|text|bon aprem|2KofFQKKsTA6e8FJhkOmQj-a|igoffin
id_1158|francois-xavier@lajavaness.com|2020-03-26 06:46:27|PHATIQUE|text|bon après midi|2KofFQKKsTA6e8FJhkOmQj-a|igoffin
id_506|francois-xavier@lajavaness.com|2020-03-26 06:46:28|RACCO|text|le client n'a pas le consuel pour sa mise en service|ACbvV3b8NGjFR1ExFrdyjt|J09378
id_1084|francois-xavier@lajavaness.com|2020-03-26 06:46:37|JSP|text|domaine tension|89gLF3PX6qLEVINsuDNOGE-j|G86954
id_1085|francois-xavier@lajavaness.com|2020-03-26 06:46:39|RACCO|text|bt|89gLF3PX6qLEVINsuDNOGE-j|G86954
id_1086|francois-xavier@lajavaness.com|2020-03-26 06:46:40|RACCO|text|definition bt|89gLF3PX6qLEVINsuDNOGE-j|G86954
id_1047|francois-xavier@lajavaness.com|2020-03-26 06:46:48|RACCO|text|H61 ?|EcEpXbrbQUN8w4M6ShDUJQ-5|H35779
id_224|francois-xavier@lajavaness.com|2020-03-26 06:46:51|RACCO|text|Le client souhaite ajouter 5 compteurs, 1 déjà existant|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_225|francois-xavier@lajavaness.com|2020-03-26 06:46:56|RACCO|text|ajout de compteur|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_226|francois-xavier@lajavaness.com|2020-03-26 06:46:58|RACCO|text|ajout de point de comptage|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_227|francois-xavier@lajavaness.com|2020-03-26 06:46:59|RACCO|text|que faut-il faire pour ajout de point de comptage|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_228|francois-xavier@lajavaness.com|2020-03-26 06:47:08|JSP|text|dossier assurance suite coupure electricité|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_229|francois-xavier@lajavaness.com|2020-03-26 06:47:10|JSP|text|dossier juridique|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_230|francois-xavier@lajavaness.com|2020-03-26 06:47:12|JSP|text|a qui transférer un client qui souhaite savoir où en est son dossier assurance contentieux|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_231|francois-xavier@lajavaness.com|2020-03-26 06:47:17|RACCO|text|le câble d'un branchement provisoire peut-il traverser une route|GsdCpqgNYXTCi1tWiKHhMZ|J09378
id_989|francois-xavier@lajavaness.com|2020-03-26 06:47:19|RACCO|text|branchement provisoire pour caravane|BVnYNZ4t0kDHfgJcNitJzS-g|J09378
id_255|francois-xavier@lajavaness.com|2020-03-26 06:47:20|RACCO|text|distance maximum d'une liaison privative|EJPq7rGpouSLOkxTAqinut|E89428
id_256|francois-xavier@lajavaness.com|2020-03-26 06:47:21|RACCO|text|Comment calculer la longueur d'une liaison privative ?|EJPq7rGpouSLOkxTAqinut|E89428
id_257|francois-xavier@lajavaness.com|2020-03-26 06:47:22|RACCO|text|quelle est la distance maximun d'une liaison privative ?|EJPq7rGpouSLOkxTAqinut|E89428
id_1159|francois-xavier@lajavaness.com|2020-03-26 06:47:24|RACCO|text|Quelle est la définition de Protection de chantier|1iVZq14kIcPKsy040leiBG-5|H35779
id_1160|francois-xavier@lajavaness.com|2020-03-26 06:47:24|RACCO|text|Qu'est-ce qu'une protection de chantier ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1161|francois-xavier@lajavaness.com|2020-03-26 06:47:25|RACCO|text|Comment obtenir une protection de chantier ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1162|francois-xavier@lajavaness.com|2020-03-26 06:47:29|JSP|text|numéro de téléphone ARE ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1163|francois-xavier@lajavaness.com|2020-03-26 06:47:30|JSP|text|Comment trouver les numéros de téléphone des ARE ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1164|francois-xavier@lajavaness.com|2020-03-26 06:47:32|JSP|text|coût|1iVZq14kIcPKsy040leiBG-5|H35779
id_1165|francois-xavier@lajavaness.com|2020-03-26 06:47:33|RACCO|text|Quel est le cout d'une dérivation individuelle ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1166|francois-xavier@lajavaness.com|2020-03-26 06:47:52|RACCO|text|sept fondamentaux|1iVZq14kIcPKsy040leiBG-5|H35779
id_1167|francois-xavier@lajavaness.com|2020-03-26 06:47:53|RACCO|text|Quels sont les 7 fondamentaux ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1168|francois-xavier@lajavaness.com|2020-03-26 06:47:59|JSP|text|Le client a des questions sur les Heures Creuses ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1169|francois-xavier@lajavaness.com|2020-03-26 06:48:02|LINKY|text|refuser linky|1iVZq14kIcPKsy040leiBG-5|H35779
id_1170|francois-xavier@lajavaness.com|2020-03-26 06:48:04|LINKY|text|Peut-on refuser Linky dans le cadre d'une modification de branchement ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1171|francois-xavier@lajavaness.com|2020-03-26 06:48:13|JSP|text|problème d'index|1iVZq14kIcPKsy040leiBG-5|H35779
id_1172|francois-xavier@lajavaness.com|2020-03-26 06:48:14|JSP|text|Que doit faire le client face à un problème d'index ?|1iVZq14kIcPKsy040leiBG-5|H35779
id_1173|francois-xavier@lajavaness.com|2020-03-26 06:48:16|JSP|text|DDE|1iVZq14kIcPKsy040leiBG-5|H35779
id_2578|francois-xavier@lajavaness.com|2020-03-26 06:48:20|ACH|text|Liste de fournisseurs d'energie|LXIifeorqxyEXefPq9IGHf-o|J09378
id_2579|francois-xavier@lajavaness.com|2020-03-26 06:48:25|PHATIQUE TAG1|text|Merci beaucoup|LXIifeorqxyEXefPq9IGHf-o|J09378
id_1799|francois-xavier@lajavaness.com|2020-03-26 06:48:34|JSP|text|quelles sont les normes d'alimentation pour un chalet en bois|54CwB5sEbiELgWdOXGRQLv-j|C90845
id_1800|francois-xavier@lajavaness.com|2020-03-26 06:48:36|RACCO|text|Peut-on faire un branchement dans un chalet en bois ? Une Cabane de chasse ?|54CwB5sEbiELgWdOXGRQLv-j|C90845
id_1801|francois-xavier@lajavaness.com|2020-03-26 06:48:46|RACCO|text|quelle est la norme de pose tableau de comptage (c14-100) pour un chalet en bois|54CwB5sEbiELgWdOXGRQLv-j|C90845
id_1802|francois-xavier@lajavaness.com|2020-03-26 06:48:47|RACCO|text|Quand faut-il doubler la plaque de placo pour la pose du tableau de comptage?|54CwB5sEbiELgWdOXGRQLv-j|C90845
id_1803|francois-xavier@lajavaness.com|2020-03-26 06:48:48|RACCO|text|Quelle est la définition de norme française C14-100|54CwB5sEbiELgWdOXGRQLv-j|C90845
id_3187|francois-xavier@lajavaness.com|2020-03-26 06:49:00|JSP|text|itr|GM4dn1fS8AzLuw7FHauNsI-o|I44572
id_3188|francois-xavier@lajavaness.com|2020-03-26 06:49:13|RACCO|text|Quelle est la différence entre PRM et PDL ?|GM4dn1fS8AzLuw7FHauNsI-o|I44572
id_3189|francois-xavier@lajavaness.com|2020-03-26 06:49:15|RACCO|text|Quelle est la définition de PRM|GM4dn1fS8AzLuw7FHauNsI-o|I44572
id_3190|francois-xavier@lajavaness.com|2020-03-26 06:49:27|JSP|text|TIC|GM4dn1fS8AzLuw7FHauNsI-o|I44572
id_2006|francois-xavier@lajavaness.com|2020-03-26 06:49:31|RACCO|text|combien de cable prevoir pour une DI|8HQyaCwmNuXCseJ9CGKnA1-g|TO7B9ADN
id_2007|francois-xavier@lajavaness.com|2020-03-26 06:49:35|RACCO|text|quel distance de cable prévoir pour une dérivation individuel?|8HQyaCwmNuXCseJ9CGKnA1-g|TO7B9ADN
id_3326|francois-xavier@lajavaness.com|2020-03-26 06:49:52|RACCO|text|enfouissement de ligne|8tPBbSIoyO6BLFofXWwd6N-j|LD8AD9EN
id_3274|francois-xavier@lajavaness.com|2020-03-26 06:50:02|JSP|text|CCPI1|KQXCxumez2U670LWnzeg4W-j|A80880
id_974|francois-xavier@lajavaness.com|2020-03-26 06:50:07|RACCO|text|validité consuel|8kA6iL0FIbRCgCFgX6L724-j|D47374
